"'Location","'Year","'Sex","'Area","'0-4","'5-9","'10-14","'15-19","'20-24","'25-29","'30-34","'35-39","'40-44","'45-49","'50-54","'55-59","'60-64","'65-69","'70-74","'75-79","'80+","'Total"
"Middle Africa","1995","Female","Rural","5,089","4,007","3,218","2,543","2,212","1,954","1,670","1,339","1,173","1,021","921","792","657","522","361","215","137","27,831"
"Middle Africa","2000","Female","Rural","5,482","4,418","3,565","2,825","2,436","2,146","1,832","1,463","1,278","1,104","980","852","710","566","394","236","151","30,439"
"Middle Africa","2005","Female","Rural","6,039","4,880","3,996","3,169","2,767","2,421","2,053","1,623","1,427","1,230","1,086","930","785","631","441","266","173","33,916"
"Middle Africa","2010","Female","Rural","6,454","5,314","4,354","3,609","3,192","2,794","2,322","1,837","1,573","1,355","1,181","997","827","665","471","286","194","37,423"
"Middle Africa","2015","Female","Rural","6,778","5,739","4,754","3,930","3,565","3,161","2,662","2,078","1,766","1,517","1,329","1,121","923","733","527","323","222","41,128"
"Angola","1980","Female","Rural","597","448","372","311","264","224","174","149","132","114","99","83","67","50","32","17","9","3,143"
"Angola","1985","Female","Rural","693","526","419","349","302","259","215","162","144","126","110","93","75","57","37","20","11","3,597"
"Angola","1990","Female","Rural","767","585","467","372","325","285","239","191","151","133","117","99","80","62","41","23","13","3,948"
"Angola","1995","Female","Rural","851","663","528","422","357","315","271","216","183","143","128","109","89","69","46","26","15","4,430"
"Angola","2000","Female","Rural","922","722","583","461","395","338","291","236","204","171","136","117","97","75","51","29","17","4,844"
"Angola","2005","Female","Rural","1,038","809","646","513","443","385","320","256","228","195","168","129","108","86","59","34","21","5,438"
"Angola","2010","Female","Rural","1,117","897","708","572","505","437","363","281","245","213","185","153","114","91","64","38","25","6,007"
"Angola","2015","Female","Rural","1,135","976","786","624","552","490","410","319","267","233","207","174","141","101","72","44","30","6,560"
"Cameroon","1980","Female","Rural","572","454","366","268","219","199","182","148","143","126","115","100","82","67","45","27","15","3,128"
"Cameroon","1985","Female","Rural","646","505","407","292","238","210","189","153","150","132","122","107","89","74","50","30","17","3,412"
"Cameroon","1990","Female","Rural","709","580","457","321","263","234","203","159","159","141","131","115","97","81","56","34","20","3,760"
"Cameroon","1995","Female","Rural","755","644","526","355","292","264","230","169","169","151","142","125","105","90","61","38","22","4,137"
"Cameroon","2000","Female","Rural","796","687","583","400","321","294","258","187","182","159","151","134","113","98","68","42","25","4,497"
"Cameroon","2005","Female","Rural","856","723","618","431","360","326","286","203","201","169","159","143","122","107","74","46","27","4,851"
"Cameroon","2010","Female","Rural","857","737","628","508","445","389","317","239","207","170","144","123","104","87","62","39","27","5,082"
"Cameroon","2015","Female","Rural","878","775","670","529","468","429","365","269","230","187","158","130","108","91","65","41","29","5,421"
"Central African Republic","1980","Female","Rural","127","103","82","71","61","52","45","42","38","34","30","25","20","16","11","7","4","768"
"Central African Republic","1985","Female","Rural","145","116","92","80","70","62","52","45","41","37","32","28","22","17","12","8","5","865"
"Central African Republic","1990","Female","Rural","157","131","103","88","75","66","57","49","42","39","34","30","24","19","13","8","6","942"
"Central African Republic","1995","Female","Rural","168","146","119","102","88","76","64","56","48","41","36","32","27","21","15","9","6","1,054"
"Central African Republic","2000","Female","Rural","186","155","131","117","101","87","71","60","53","45","37","34","28","23","17","10","7","1,162"
"Central African Republic","2005","Female","Rural","196","171","139","128","113","97","79","63","55","49","41","34","30","24","18","11","8","1,255"
"Central African Republic","2010","Female","Rural","199","181","152","135","126","112","91","73","59","51","45","38","31","26","19","12","9","1,360"
"Central African Republic","2015","Female","Rural","210","184","160","147","132","125","107","87","70","56","48","42","34","27","21","13","10","1,472"
"Chad","1980","Female","Rural","345","261","207","174","155","139","103","90","80","72","64","56","45","35","25","14","9","1,874"
"Chad","1985","Female","Rural","393","302","240","190","164","147","130","93","84","74","67","58","49","38","26","16","10","2,081"
"Chad","1990","Female","Rural","462","356","285","226","186","162","142","121","91","80","72","62","52","42","29","17","11","2,395"
"Chad","1995","Female","Rural","548","421","337","269","223","183","156","131","116","86","77","67","56","45","32","19","13","2,780"
"Chad","2000","Female","Rural","655","512","407","324","270","223","178","145","128","112","84","73","61","50","35","22","15","3,293"
"Chad","2005","Female","Rural","780","623","502","397","331","275","220","168","142","124","110","80","68","55","40","25","17","3,955"
"Chad","2010","Female","Rural","882","720","592","481","398","330","266","204","160","134","117","101","71","58","42","26","19","4,599"
"Chad","2015","Female","Rural","978","817","683","564","474","390","316","246","193","152","127","109","92","62","45","29","21","5,299"
"Congo","1980","Female","Rural","81","66","52","40","36","33","29","24","23","21","20","18","15","13","9","6","4","488"
"Congo","1985","Female","Rural","84","72","59","48","41","35","30","24","22","20","18","15","13","11","8","5","3","507"
"Congo","1990","Female","Rural","89","77","66","53","46","40","34","27","24","21","19","17","14","12","8","5","4","556"
"Congo","1995","Female","Rural","94","81","70","59","52","46","39","30","26","23","21","18","15","13","9","6","4","607"
"Congo","2000","Female","Rural","105","86","73","62","58","53","44","34","29","25","22","19","17","14","10","7","5","662"
"Congo","2005","Female","Rural","113","94","76","63","60","57","49","37","32","27","24","21","18","15","11","7","5","709"
"Congo","2010","Female","Rural","122","101","83","68","65","62","56","44","37","30","26","22","18","15","11","7","6","772"
"Congo","2015","Female","Rural","128","109","89","73","66","62","58","48","42","35","29","24","20","17","12","8","7","828"
"Democratic Republic of the Congo","1980","Female","Rural","1,693","1,333","1,102","924","813","713","645","545","470","409","356","298","243","186","126","73","46","9,974"
"Democratic Republic of the Congo","1985","Female","Rural","1,930","1,494","1,224","1,028","908","793","675","589","516","449","392","331","270","208","143","83","53","11,086"
"Democratic Republic of the Congo","1990","Female","Rural","2,207","1,711","1,368","1,145","1,023","899","761","622","566","502","440","372","306","235","163","96","62","12,477"
"Democratic Republic of the Congo","1995","Female","Rural","2,623","2,010","1,605","1,313","1,178","1,046","889","720","617","568","508","432","355","276","190","113","74","14,516"
"Democratic Republic of the Congo","2000","Female","Rural","2,770","2,214","1,752","1,435","1,269","1,130","967","782","667","580","540","466","385","298","207","122","80","15,664"
"Democratic Republic of the Congo","2005","Female","Rural","3,006","2,417","1,978","1,607","1,436","1,259","1,078","875","750","650","572","514","432","336","234","139","91","17,374"
"Democratic Republic of the Congo","2010","Female","Rural","3,225","2,634","2,153","1,811","1,623","1,437","1,208","977","845","738","648","549","481","382","267","159","105","19,244"
"Democratic Republic of the Congo","2015","Female","Rural","3,394","2,829","2,326","1,959","1,839","1,632","1,380","1,090","946","836","741","626","518","430","306","184","123","21,160"
"Equatorial Guinea","1980","Female","Rural","11","11","12","10","7","4","2","2","3","4","4","4","3","3","2","1","1","83"
"Equatorial Guinea","1985","Female","Rural","16","10","11","12","13","11","7","3","3","4","4","4","4","3","2","1","1","109"
"Equatorial Guinea","1990","Female","Rural","22","14","9","9","12","13","10","6","4","3","4","4","4","3","2","1","1","122"
"Equatorial Guinea","1995","Female","Rural","23","19","12","8","9","12","12","9","6","4","3","4","4","3","3","2","1","135"
"Equatorial Guinea","2000","Female","Rural","26","22","18","12","9","11","13","12","10","7","4","3","3","3","3","2","1","158"
"Equatorial Guinea","2005","Female","Rural","28","24","21","17","13","10","12","13","13","10","7","4","3","3","3","2","1","184"
"Equatorial Guinea","2010","Female","Rural","32","26","22","20","19","15","11","11","13","13","10","7","4","3","2","2","1","210"
"Equatorial Guinea","2015","Female","Rural","35","30","24","21","21","20","15","11","12","13","13","10","6","3","2","2","2","239"
"Gabon","1980","Female","Rural","25","20","17","13","11","10","10","9","10","10","9","8","7","5","4","3","2","173"
"Gabon","1985","Female","Rural","24","20","16","13","11","10","9","8","8","8","8","8","6","5","4","2","2","163"
"Gabon","1990","Female","Rural","23","19","16","13","11","9","8","7","7","7","7","7","6","5","4","2","2","152"
"Gabon","1995","Female","Rural","20","18","15","12","10","9","8","6","6","5","6","6","5","5","4","2","2","139"
"Gabon","2000","Female","Rural","18","16","14","11","10","9","8","6","5","5","5","5","4","4","3","2","2","126"
"Gabon","2005","Female","Rural","16","14","13","10","9","9","7","6","5","5","4","4","4","4","3","2","2","118"
"Gabon","2010","Female","Rural","16","13","12","10","10","9","7","6","5","5","4","4","3","3","3","2","2","114"
"Gabon","2015","Female","Rural","15","14","11","10","10","9","8","6","6","5","4","4","3","3","3","2","2","115"
"Sao Tome and Principe","1980","Female","Rural","6","5","4","3","3","2","1","1","1","1","1","1","1","1","0","0","0","32"
"Sao Tome and Principe","1985","Female","Rural","6","5","4","3","3","2","1","1","1","1","1","1","1","1","0","0","0","32"
"Sao Tome and Principe","1990","Female","Rural","6","6","5","3","3","2","2","1","1","1","1","1","1","1","0","0","0","33"
"Sao Tome and Principe","1995","Female","Rural","6","5","5","3","2","3","2","2","1","1","1","1","1","1","0","0","0","33"
"Sao Tome and Principe","2000","Female","Rural","5","5","4","4","3","2","2","2","1","1","1","1","1","0","0","0","0","32"
"Sao Tome and Principe","2005","Female","Rural","5","4","4","3","3","3","2","2","1","1","1","1","1","1","0","0","0","32"
"Sao Tome and Principe","2010","Female","Rural","6","5","4","3","3","3","2","2","1","1","1","1","1","0","0","0","0","34"
"Sao Tome and Principe","2015","Female","Rural","6","5","4","3","3","3","3","2","1","1","1","1","1","0","0","0","0","35"
"Northern Africa","1980","Female","Rural","5,603","4,642","4,008","3,369","2,673","2,143","1,598","1,365","1,232","1,148","1,011","833","647","532","390","244","173","31,614"
"Northern Africa","1985","Female","Rural","6,056","5,148","4,282","3,626","2,988","2,489","1,908","1,553","1,244","1,191","1,073","954","739","603","418","279","202","34,754"
"Northern Africa","1990","Female","Rural","6,132","5,583","4,736","3,870","3,201","2,796","2,230","1,843","1,423","1,224","1,126","1,020","850","694","478","305","237","37,749"
"Northern Africa","1995","Female","Rural","5,904","5,762","5,232","4,375","3,486","3,020","2,520","2,200","1,712","1,426","1,183","1,097","931","815","564","358","275","40,861"
"Northern Africa","2000","Female","Rural","5,672","5,389","5,242","4,916","4,117","3,308","2,683","2,468","2,043","1,717","1,396","1,169","963","890","656","443","332","43,405"
"Northern Africa","2005","Female","Rural","5,655","5,055","4,858","5,121","4,883","3,907","2,843","2,651","2,304","2,058","1,670","1,382","967","951","714","542","404","45,964"
"Northern Africa","2010","Female","Rural","6,091","5,098","4,725","4,947","5,105","4,527","3,288","2,829","2,484","2,310","1,973","1,630","1,113","996","761","601","480","48,959"
"Northern Africa","2015","Female","Rural","6,411","5,509","4,797","4,838","4,898","4,706","3,793","3,271","2,647","2,489","2,216","1,931","1,310","1,166","803","646","552","51,983"
"Algeria","1980","Female","Rural","1,059","867","701","578","474","406","230","207","192","173","143","113","101","83","65","34","22","5,450"
"Algeria","1985","Female","Rural","1,126","947","768","614","497","430","345","208","176","176","154","129","95","90","62","44","25","5,884"
"Algeria","1990","Female","Rural","1,047","1,004","833","676","541","457","360","315","178","163","159","141","110","86","68","43","32","6,214"
"Algeria","1995","Female","Rural","889","937","889","734","594","498","390","333","276","168","150","149","124","101","67","48","35","6,382"
"Algeria","2000","Female","Rural","662","763","803","790","668","554","418","358","287","262","157","142","125","115","77","50","40","6,271"
"Algeria","2005","Female","Rural","567","553","637","736","741","592","438","382","312","267","241","147","111","118","88","62","44","6,036"
"Algeria","2010","Female","Rural","672","465","477","604","686","642","453","401","329","290","236","221","109","109","88","72","50","5,905"
